0,acoustic,4,0.143
1,acoustic,4,0.0763
2,acoustic,4,0.0557
3,acoustic,3,0.0363
4,acoustic,4,0.0526
5,acoustic,4,0.105
6,acoustic,3,0.0355
7,acoustic,4,0.0417
8,acoustic,4,0.0369
9,acoustic,4,0.0295
10,acoustic,4,0.0291
11,acoustic,3,0.0429
12,acoustic,4,0.0331
13,acoustic,4,0.0285
14,acoustic,4,0.0327
15,acoustic,3,0.0274
16,acoustic,4,0.0391
17,acoustic,4,0.0461
18,acoustic,4,0.0369
19,acoustic,4,0.0283
20,acoustic,4,0.0417
21,acoustic,4,0.0266
22,acoustic,3,0.0355
23,acoustic,4,0.0258
24,acoustic,4,0.0392
25,acoustic,4,0.0352
26,acoustic,4,0.0495
27,acoustic,4,0.0381
28,acoustic,4,0.0495
29,acoustic,4,0.0495
30,acoustic,4,0.0495
31,acoustic,4,0.0495
32,acoustic,4,0.0388
33,acoustic,4,0.0412
34,acoustic,4,0.0412
35,acoustic,4,0.0412
36,acoustic,4,0.0306
37,acoustic,4,0.054
38,acoustic,4,0.0294
39,acoustic,4,0.0306
40,acoustic,4,0.0253
41,acoustic,4,0.0373
42,acoustic,4,0.033
43,acoustic,4,0.033
44,acoustic,4,0.0446
45,acoustic,4,0.033
46,acoustic,4,0.033
47,acoustic,4,0.033
48,acoustic,4,0.033
49,acoustic,4,0.033
50,acoustic,4,0.0305
51,acoustic,4,0.0565
52,acoustic,4,0.0314
53,acoustic,3,0.038
54,acoustic,4,0.0306
55,acoustic,4,0.0375
56,acoustic,4,0.0314
57,acoustic,4,0.036
58,acoustic,4,0.0356
59,acoustic,4,0.046
60,acoustic,3,0.0315
61,acoustic,4,0.0302
62,acoustic,4,0.0331
63,acoustic,4,0.0301
64,acoustic,4,0.0306
65,acoustic,4,0.0379
66,acoustic,4,0.0288
67,acoustic,4,0.0435
68,acoustic,4,0.0277
69,acoustic,4,0.033
70,acoustic,3,0.0298
71,acoustic,4,0.0302
72,acoustic,4,0.0491
73,acoustic,4,0.034
74,acoustic,4,0.0396
75,acoustic,4,0.0258
76,acoustic,4,0.0748
77,acoustic,4,0.0273
78,acoustic,4,0.0369
79,acoustic,4,0.0407
80,acoustic,4,0.0431
81,acoustic,4,0.063
82,acoustic,4,0.0327
83,acoustic,4,0.0543
84,acoustic,4,0.0543
85,acoustic,4,0.0272
86,acoustic,4,0.0524
87,acoustic,4,0.0306
88,acoustic,4,0.0306
89,acoustic,4,0.0311
90,acoustic,4,0.0422
91,acoustic,4,0.0422
92,acoustic,3,0.0349
93,acoustic,4,0.0422
94,acoustic,4,0.0422
95,acoustic,4,0.0422
96,acoustic,4,0.0422
97,acoustic,4,0.0422
98,acoustic,4,0.0979
99,acoustic,4,0.0438
100,acoustic,4,0.0263
101,acoustic,4,0.0477
102,acoustic,4,0.0547
103,acoustic,4,0.0474
104,acoustic,4,0.0293
105,acoustic,4,0.0571
106,acoustic,4,0.0388
107,acoustic,4,0.0352
108,acoustic,4,0.0311
109,acoustic,3,0.0388
110,acoustic,3,0.0295
111,acoustic,4,0.0332
112,acoustic,3,0.0641
113,acoustic,4,0.0303
114,acoustic,4,0.0506
115,acoustic,4,0.0353
116,acoustic,4,0.045
117,acoustic,1,0.0389
118,acoustic,3,0.0398
119,acoustic,4,0.0314
120,acoustic,4,0.0283
121,acoustic,4,0.032
122,acoustic,4,0.0323
123,acoustic,4,0.0266
124,acoustic,4,0.0301
125,acoustic,3,0.0745
126,acoustic,4,0.0259
127,acoustic,4,0.0407
128,acoustic,4,0.0297
129,acoustic,4,0.0353
130,acoustic,4,0.0352
131,acoustic,4,0.0341
132,acoustic,4,0.027
133,acoustic,4,0.0668
134,acoustic,4,0.0458
135,acoustic,4,0.0306
136,acoustic,4,0.0545
137,acoustic,4,0.0449
138,acoustic,4,0.03
139,acoustic,4,0.0327
140,acoustic,4,0.0703
141,acoustic,4,0.0307
142,acoustic,4,0.0385
143,acoustic,4,0.0477
144,acoustic,4,0.0271
145,acoustic,4,0.0352
146,acoustic,4,0.0661
147,acoustic,4,0.0921
148,acoustic,4,0.0543
149,acoustic,4,0.0328
150,acoustic,4,0.0329
151,acoustic,4,0.0291
152,acoustic,4,0.0277
153,acoustic,4,0.0526
154,acoustic,4,0.0294
155,acoustic,4,0.0301
156,acoustic,4,0.0601
157,acoustic,4,0.0276
158,acoustic,4,0.0324
159,acoustic,4,0.0264
160,acoustic,4,0.034
161,acoustic,4,0.0295
162,acoustic,4,0.0442
163,acoustic,4,0.059
164,acoustic,3,0.0343
165,acoustic,4,0.0339
166,acoustic,4,0.0327
167,acoustic,4,0.0336
168,acoustic,4,0.0303
169,acoustic,4,0.0301
170,acoustic,4,0.0388
171,acoustic,4,0.0323
172,acoustic,4,0.0487
173,acoustic,4,0.061
174,acoustic,4,0.0265
175,acoustic,4,0.0335
176,acoustic,4,0.026
177,acoustic,4,0.0268
178,acoustic,3,0.0436
179,acoustic,4,0.0401
180,acoustic,4,0.043
181,acoustic,4,0.0347
182,acoustic,4,0.0348
183,acoustic,4,0.0492
184,acoustic,4,0.0301
185,acoustic,4,0.0288
186,acoustic,1,0.0338
187,acoustic,4,0.0296
188,acoustic,4,0.0382
189,acoustic,4,0.0319
190,acoustic,4,0.0271
191,acoustic,4,0.0313
192,acoustic,4,0.0361
193,acoustic,3,0.0291
194,acoustic,3,0.036
195,acoustic,3,0.0541
196,acoustic,4,0.0285
197,acoustic,4,0.0339
198,acoustic,4,0.0761
199,acoustic,3,0.0256
200,acoustic,4,0.0329
201,acoustic,4,0.0299
202,acoustic,4,0.0317
203,acoustic,4,0.0309
204,acoustic,4,0.0998
205,acoustic,4,0.138
206,acoustic,4,0.0361
207,acoustic,4,0.032
208,acoustic,4,0.0282
209,acoustic,4,0.0272
210,acoustic,4,0.0364
211,acoustic,4,0.0288
212,acoustic,4,0.0277
213,acoustic,4,0.0553
214,acoustic,4,0.0269
215,acoustic,4,0.0569
216,acoustic,3,0.0278
217,acoustic,4,0.0305
218,acoustic,4,0.0414
219,acoustic,5,0.0407
220,acoustic,4,0.031
221,acoustic,4,0.0531
222,acoustic,4,0.0248
223,acoustic,4,0.0692
224,acoustic,4,0.0427
225,acoustic,4,0.0346
226,acoustic,3,0.038
227,acoustic,4,0.0328
228,acoustic,4,0.0318
229,acoustic,4,0.0311
230,acoustic,4,0.0392
231,acoustic,4,0.0289
232,acoustic,4,0.0303
233,acoustic,4,0.0315
234,acoustic,3,0.0316
235,acoustic,3,0.0492
236,acoustic,4,0.0317
237,acoustic,4,0.0377
238,acoustic,4,0.0317
239,acoustic,4,0.0258
240,acoustic,4,0.0291
241,acoustic,4,0.0349
242,acoustic,5,0.0364
243,acoustic,4,0.0488
244,acoustic,4,0.0445
245,acoustic,4,0.066
246,acoustic,3,0.0249
247,acoustic,4,0.0601
248,acoustic,1,0.0505
249,acoustic,1,0.0505
250,acoustic,3,0.0363
251,acoustic,4,0.0373
252,acoustic,3,0.0329
253,acoustic,4,0.024
254,acoustic,4,0.0539
255,acoustic,4,0.0371
256,acoustic,4,0.0634
257,acoustic,4,0.033
258,acoustic,4,0.0294
259,acoustic,3,0.0315
260,acoustic,4,0.0413
261,acoustic,4,0.0305
262,acoustic,5,0.0648
263,acoustic,3,0.0361
264,acoustic,4,0.0338
265,acoustic,4,0.0282
266,acoustic,4,0.0279
267,acoustic,4,0.0381
268,acoustic,4,0.038
269,acoustic,4,0.033
270,acoustic,4,0.057
271,acoustic,4,0.0271
272,acoustic,4,0.0404
273,acoustic,4,0.035
274,acoustic,3,0.0363
275,acoustic,4,0.0281
276,acoustic,4,0.0306
277,acoustic,4,0.0396
278,acoustic,4,0.0501
279,acoustic,5,0.0367
280,acoustic,4,0.0259
281,acoustic,3,0.0345
282,acoustic,4,0.0311
283,acoustic,3,0.0405
284,acoustic,4,0.0583
285,acoustic,4,0.0346
286,acoustic,1,0.141
287,acoustic,4,0.0358
288,acoustic,4,0.0272
289,acoustic,4,0.0309
290,acoustic,4,0.0878
291,acoustic,4,0.113
292,acoustic,5,0.0318
293,acoustic,4,0.0554
294,acoustic,3,0.0319
295,acoustic,4,0.0329
296,acoustic,4,0.0247
297,acoustic,4,0.0299
298,acoustic,4,0.0568
299,acoustic,4,0.0323
300,acoustic,4,0.0356
301,acoustic,4,0.0363
302,acoustic,4,0.0313
303,acoustic,4,0.044
304,acoustic,4,0.0281
305,acoustic,4,0.0294
306,acoustic,4,0.0467
307,acoustic,4,0.0258
308,acoustic,4,0.044
309,acoustic,4,0.0404
310,acoustic,4,0.0414
311,acoustic,4,0.0311
312,acoustic,4,0.0359
313,acoustic,4,0.0396
314,acoustic,4,0.0421
315,acoustic,4,0.0807
316,acoustic,4,0.0323
317,acoustic,4,0.0403
318,acoustic,4,0.101
319,acoustic,4,0.0321
320,acoustic,4,0.0263
321,acoustic,4,0.0526
322,acoustic,4,0.0311
323,acoustic,4,0.0976
324,acoustic,4,0.0295
325,acoustic,4,0.0403
326,acoustic,4,0.0354
327,acoustic,4,0.0257
328,acoustic,4,0.0373
329,acoustic,4,0.032
330,acoustic,4,0.0289
331,acoustic,3,0.036
332,acoustic,4,0.0785
333,acoustic,4,0.0341
334,acoustic,4,0.0313
335,acoustic,3,0.0275
336,acoustic,4,0.0316
337,acoustic,4,0.0284
338,acoustic,4,0.0283
339,acoustic,4,0.0318
340,acoustic,4,0.0316
341,acoustic,4,0.0431
342,acoustic,4,0.0552
343,acoustic,4,0.123
344,acoustic,4,0.04
345,acoustic,4,0.132
346,acoustic,4,0.0549
347,acoustic,4,0.0302
348,acoustic,4,0.0302
349,acoustic,4,0.0302
350,acoustic,4,0.0412
351,acoustic,4,0.0436
352,acoustic,4,0.0583
353,acoustic,4,0.0522
354,acoustic,3,0.0339
355,acoustic,4,0.0313
356,acoustic,4,0.0386
357,acoustic,4,0.133
358,acoustic,4,0.0301
359,acoustic,4,0.0264
360,acoustic,4,0.0506
361,acoustic,4,0.0272
362,acoustic,3,0.083
363,acoustic,4,0.0589
364,acoustic,4,0.0376
365,acoustic,4,0.0309
366,acoustic,4,0.0861
367,acoustic,4,0.0295
368,acoustic,4,0.0332
369,acoustic,3,0.0511
370,acoustic,4,0.236
371,acoustic,4,0.031
372,acoustic,4,0.0315
373,acoustic,3,0.0274
374,acoustic,3,0.0341
375,acoustic,4,0.0263
376,acoustic,4,0.0414
377,acoustic,4,0.0298
378,acoustic,4,0.0319
379,acoustic,4,0.0268
380,acoustic,4,0.0316
381,acoustic,4,0.0331
382,acoustic,4,0.0251
383,acoustic,3,0.0331
384,acoustic,4,0.0363
385,acoustic,4,0.0304
386,acoustic,4,0.0339
387,acoustic,4,0.0406
388,acoustic,4,0.078
389,acoustic,4,0.0433
390,acoustic,4,0.0253
391,acoustic,4,0.032
392,acoustic,4,0.0665
393,acoustic,4,0.0355
394,acoustic,1,0.0416
395,acoustic,4,0.0636
396,acoustic,3,0.0368
397,acoustic,4,0.0301
398,acoustic,4,0.0709
399,acoustic,4,0.0623
400,acoustic,4,0.037
401,acoustic,4,0.0317
402,acoustic,4,0.0421
403,acoustic,3,0.036
404,acoustic,4,0.0391
405,acoustic,4,0.0379
406,acoustic,4,0.0911
407,acoustic,4,0.0265
408,acoustic,4,0.029
409,acoustic,4,0.0304
410,acoustic,4,0.0496
411,acoustic,4,0.0302
412,acoustic,4,0.0374
413,acoustic,4,0.0516
414,acoustic,3,0.0662
415,acoustic,3,0.0388
416,acoustic,4,0.0371
417,acoustic,4,0.122
418,acoustic,4,0.0286
419,acoustic,4,0.0519
420,acoustic,4,0.0606
421,acoustic,4,0.0336
422,acoustic,4,0.0391
423,acoustic,4,0.0347
424,acoustic,4,0.0477
425,acoustic,4,0.0311
426,acoustic,4,0.0284
427,acoustic,4,0.0293
428,acoustic,4,0.0305
429,acoustic,4,0.0299
430,acoustic,4,0.0312
431,acoustic,4,0.0385
432,acoustic,4,0.0262
433,acoustic,3,0.032
434,acoustic,4,0.0311
435,acoustic,4,0.0293
436,acoustic,4,0.0267
437,acoustic,4,0.0307
438,acoustic,4,0.0313
439,acoustic,4,0.032
440,acoustic,4,0.0415
441,acoustic,4,0.0284
442,acoustic,4,0.0616
443,acoustic,3,0.031
444,acoustic,4,0.0332
445,acoustic,4,0.0334
446,acoustic,4,0.037
447,acoustic,4,0.0421
448,acoustic,4,0.0428
449,acoustic,4,0.0318
450,acoustic,4,0.0355
451,acoustic,4,0.035
452,acoustic,4,0.0303
453,acoustic,4,0.0408
454,acoustic,5,0.044
455,acoustic,4,0.0285
456,acoustic,4,0.029
457,acoustic,4,0.0365
458,acoustic,4,0.0367
459,acoustic,4,0.0268
460,acoustic,4,0.0462
461,acoustic,5,0.0329
462,acoustic,4,0.0291
463,acoustic,4,0.0386
464,acoustic,4,0.0303
465,acoustic,4,0.0291
466,acoustic,4,0.0323
467,acoustic,4,0.0367
468,acoustic,4,0.121
469,acoustic,3,0.0331
470,acoustic,4,0.0485
471,acoustic,4,0.0322
472,acoustic,4,0.0334
473,acoustic,4,0.0342
474,acoustic,4,0.0283
475,acoustic,4,0.0423
476,acoustic,4,0.0283
477,acoustic,4,0.0352
478,acoustic,5,0.0325
479,acoustic,4,0.0273
480,acoustic,4,0.0292
481,acoustic,4,0.0464
482,acoustic,4,0.0245
483,acoustic,4,0.0367
484,acoustic,4,0.043
485,acoustic,4,0.0303
486,acoustic,4,0.0294
487,acoustic,4,0.0699
488,acoustic,4,0.114
489,acoustic,4,0.0637
490,acoustic,4,0.0271
491,acoustic,3,0.0345
492,acoustic,4,0.0616
493,acoustic,4,0.0341
494,acoustic,3,0.0341
495,acoustic,4,0.0699
496,acoustic,4,0.133
497,acoustic,3,0.0398
498,acoustic,4,0.033
499,acoustic,4,0.0739
500,acoustic,4,0.0314
501,acoustic,4,0.0295
502,acoustic,3,0.0325
503,acoustic,4,0.0296
504,acoustic,4,0.0305
505,acoustic,3,0.0298
506,acoustic,4,0.0307
507,acoustic,4,0.0499
508,acoustic,4,0.0245
509,acoustic,4,0.0301
510,acoustic,4,0.0311
511,acoustic,4,0.0305
512,acoustic,4,0.0513
